"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051208","GO:0051208","sequestering of calcium ion","13/622","137/18614",0.00068903123374825,0.00905477507057457,0.00724220168736751,"287/187/477/775/845/2149/9002/2247/7184/3357/5311/6622/7220",13
"GO:0007320","GO:0007320","insemination","4/622","13/18614",0.000693875748258954,0.00905477507057457,0.00724220168736751,"92/552/5021/6863",4
"GO:0042415","GO:0042415","norepinephrine metabolic process","4/622","13/18614",0.000693875748258954,0.00905477507057457,0.00724220168736751,"2034/9365/5071/285671",4
"GO:0060837","GO:0060837","blood vessel endothelial cell differentiation","4/622","13/18614",0.000693875748258954,0.00905477507057457,0.00724220168736751,"28514/23462/3791/8829",4
"GO:0070493","GO:0070493","thrombin-activated receptor signaling pathway","4/622","13/18614",0.000693875748258954,0.00905477507057457,0.00724220168736751,"2149/2151/9002/6622",4
"GO:0048638","GO:0048638","regulation of developmental growth","23/622","328/18614",0.000704609956212088,0.00916812256978287,0.00733285942802115,"28514/1848/2247/2690/2735/2931/3479/3481/57611/4131/4803/85407/8829/221476/5071/56920/9037/57556/10501/8835/6909/7048/7049",23
"GO:0006937","GO:0006937","regulation of muscle contraction","15/622","173/18614",0.000717053479923875,0.00930298949605584,0.0074407288641376,"150/287/477/775/10203/845/857/30845/2149/3736/3164/5021/4660/6547/6915",15
"GO:0031102","GO:0031102","neuron projection regeneration","8/622","59/18614",0.000733046011554275,0.00948298828819924,0.00758469572648643,"347/2670/3082/3725/9314/4131/5764/8578",8
"GO:0033002","GO:0033002","muscle cell proliferation","19/622","249/18614",0.000738477244994922,0.00951647144091096,0.00761147626417812,"9510/347/10203/4856/2247/2353/2735/3082/3479/3725/4846/4881/4969/80310/1901/6909/7048/7049/7432",19
"GO:0098773","GO:0098773","skin epidermis development","12/622","121/18614",0.000739886519534633,0.00951647144091096,0.00761147626417812,"60529/28514/2252/2736/9314/9079/4038/51599/4804/5154/54345/8626",12
"GO:0060541","GO:0060541","respiratory system development","17/622","211/18614",0.000755335451446341,0.0096873394861714,0.00774814016096819,"8854/2034/2252/2324/2735/2736/57493/3202/3791/10365/4846/5154/91461/10252/10253/6909/7048",17
"GO:0051591","GO:0051591","response to cAMP","10/622","89/18614",0.000764721090392274,0.00977969028741662,0.0078220042960124,"358/1393/2353/2354/2623/5138/5179/5187/5311/7056",10
"GO:0008038","GO:0008038","neuron recognition","7/622","46/18614",0.000775010107588415,0.00988196916799952,0.00790380912007111,"1949/2042/8829/51294/54538/9037/63923",7
"GO:0003281","GO:0003281","ventricular septum development","9/622","74/18614",0.000781549840364574,0.00988196916799952,0.00790380912007111,"187/57493/23462/4846/5138/9353/6586/7048/7049",9
"GO:0045123","GO:0045123","cellular extravasation","9/622","74/18614",0.000781549840364574,0.00988196916799952,0.00790380912007111,"56477/3672/58494/83700/10894/80310/5175/83483/6403",9
"GO:0060420","GO:0060420","regulation of heart growth","9/622","74/18614",0.000781549840364574,0.00988196916799952,0.00790380912007111,"1848/2247/2735/2931/3479/221476/6909/7048/7049",9
"GO:0090497","GO:0090497","mesenchymal cell migration","8/622","60/18614",0.000821494429566353,0.0102813785763907,0.00822326525993715,"1908/1910/3357/8829/56920/9037/57556/10501",8
"GO:0048265","GO:0048265","response to pain","6/622","34/18614",0.000822326525993714,0.0102813785763907,0.00822326525993715,"1910/2701/5649/11280/6863/7060",6
"GO:0051450","GO:0051450","myoblast proliferation","6/622","34/18614",0.000822326525993714,0.0102813785763907,0.00822326525993715,"84913/2252/2353/3082/3479/4212",6
"GO:0098801","GO:0098801","regulation of renal system process","6/622","34/18614",0.000822326525993714,0.0102813785763907,0.00822326525993715,"552/554/10391/1910/2149/4881",6
"GO:0050769","GO:0050769","positive regulation of neurogenesis","18/622","232/18614",0.000831762961833028,0.0103703928054725,0.00829446073359956,"85458/1959/2247/8322/2670/57165/90865/57611/4131/4803/8829/5764/5649/9037/85358/9353/6692/7424",18
"GO:0003177","GO:0003177","pulmonary valve development","5/622","23/18614",0.000836416898809018,0.0103994501085255,0.00831770138260079,"11096/23462/182/4846/9353",5
"GO:0097305","GO:0097305","response to alcohol","19/622","252/18614",0.000852634484393078,0.010571722859123,0.00845548879259617,"2/117/552/978/7122/1366/1393/2353/2354/9563/10365/687/5179/11280/9353/6586/6915/7048/7049",19
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","15/622","176/18614",0.000856230437324669,0.0105869818714509,0.00846769327519976,"153090/2149/2247/2321/3082/3357/3479/3791/5154/80310/375033/80243/5649/6403/7010",15
"GO:0051899","GO:0051899","membrane depolarization","9/622","75/18614",0.000862324523194425,0.010603748807193,0.00848110382702209,"287/477/775/8913/781/857/3791/6327/6330",9
"GO:0120192","GO:0120192","tight junction assembly","9/622","75/18614",0.000862324523194425,0.010603748807193,0.00848110382702209,"1003/5010/149461/7122/1366/90952/51599/5175/10266",9
"GO:0032526","GO:0032526","response to retinoic acid","11/622","107/18614",0.00090172324996511,0.0110355328104542,0.00882645385644012,"8854/358/2042/8322/3199/9314/5154/6909/54997/7075/7484",11
"GO:0030900","GO:0030900","forebrain development","26/622","397/18614",0.00090236930487628,0.0110355328104542,0.00882645385644012,"8854/358/471/477/482/552/554/886/153090/85458/10395/79633/2247/2735/2736/3736/26468/4487/8829/5021/5649/9037/10501/85358/9353/6867",26
"GO:0032411","GO:0032411","positive regulation of transporter activity","12/622","124/18614",0.000919816120645471,0.0112182478365371,0.00897259322046536,"5243/287/482/781/30845/3736/54413/5311/5649/85358/54997/7225",12
"GO:0001508","GO:0001508","action potential","13/622","142/18614",0.000964282529880902,0.0117028958548076,0.00936022501345199,"287/477/775/8913/781/857/149461/10052/3736/3764/11280/6327/6330",13
"GO:0035137","GO:0035137","hindlimb morphogenesis","6/622","35/18614",0.000964782969263627,0.0117028958548076,0.00936022501345199,"60529/3236/3235/4487/8626/7704",6
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","11/622","108/18614",0.000974391045036085,0.0117557259234003,0.00940247962595468,"395/22899/10391/10395/3397/8829/5071/1901/85358/11346/171024",11
"GO:0043266","GO:0043266","regulation of potassium ion transport","11/622","108/18614",0.000974391045036085,0.0117557259234003,0.00940247962595468,"10060/150/287/482/845/857/1908/3736/3788/4846/7432",11
"GO:0001656","GO:0001656","metanephros development","10/622","92/18614",0.000991892774168274,0.011870887853415,0.00949458858695835,"358/947/1958/3399/8516/5154/5311/64321/10252/7484",10
"GO:0009791","GO:0009791","post-embryonic development","10/622","92/18614",0.000991892774168274,0.011870887853415,0.00949458858695835,"60529/84159/64072/64651/2202/57493/3791/9314/6414/6571",10
"GO:0055017","GO:0055017","cardiac muscle tissue growth","10/622","92/18614",0.000991892774168274,0.011870887853415,0.00949458858695835,"2247/2735/2931/57493/3479/221476/1901/6909/7048/7049",10
"GO:0014821","GO:0014821","phasic smooth muscle contraction","5/622","24/18614",0.00102775917112121,0.0121645645506938,0.00972947745564874,"1908/1910/3357/11280/6909",5
"GO:0040037","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","5/622","24/18614",0.00102775917112121,0.0121645645506938,0.00972947745564874,"2247/4804/10252/10253/81848",5
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","5/622","24/18614",0.00102775917112121,0.0121645645506938,0.00972947745564874,"4856/51705/114928/80177/5414",5
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","5/622","24/18614",0.00102775917112121,0.0121645645506938,0.00972947745564874,"347/4856/4345/1843/9353",5
"GO:0007611","GO:0007611","learning or memory","20/622","276/18614",0.00103002009935499,0.0121645645506938,0.00972947745564874,"477/7122/1393/1959/2353/8516/4212/4739/4803/54413/9379/4909/5021/57144/5071/5764/5649/85358/6547/7432",20
"GO:0050890","GO:0050890","cognition","22/622","317/18614",0.00104356038756335,0.0122920428808778,0.00983143733546525,"477/10752/7122/1393/1959/2353/8516/4212/4739/4803/54413/9379/4909/5021/57144/5071/5764/5649/85358/57477/6547/7432",22
"GO:0001708","GO:0001708","cell fate specification","11/622","109/18614",0.00105182987944713,0.012356930552245,0.00988333587512003,"50846/28514/2247/2736/3236/8829/8643/64321/54345/6913/6909",11
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","23/622","338/18614",0.00105603712736705,0.01237388005784,0.00989689245019378,"857/153090/85458/27123/1958/2247/2308/2487/2735/2931/3489/4038/85407/8613/5071/27303/9037/64321/83595/92162/63923/388630/9839",23
"GO:1903035","GO:1903035","negative regulation of response to wounding","10/622","93/18614",0.00107887507200901,0.0126084721209199,0.0100845241717814,"170692/947/149461/2247/22915/4846/5154/5627/7035/7056",10
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","28/622","446/18614",0.0011112345652282,0.0129528279009412,0.0103599472487421,"2/170692/10203/4856/4345/947/1003/149461/1843/2247/3082/3479/9314/145581/22915/4846/8829/5154/5627/56920/9037/57556/10501/9353/7010/7035/7056/7538",28
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","6/622","36/18614",0.00112547170056602,0.013017083544531,0.0104113402791378,"54567/2022/3791/4855/8829/7048",6
"GO:0019934","GO:0019934","cGMP-mediated signaling","6/622","36/18614",0.00112547170056602,0.013017083544531,0.0104113402791378,"358/1910/3357/4881/5138/5139",6
"GO:0032232","GO:0032232","negative regulation of actin filament bundle assembly","6/622","36/18614",0.00112547170056602,0.013017083544531,0.0104113402791378,"395/10391/10395/5071/1901/85358",6
"GO:0048771","GO:0048771","tissue remodeling","15/622","181/18614",0.00113894132105017,0.0130942504001905,0.0104730599715554,"94/857/54567/2034/2149/2324/3200/182/3953/4846/5166/5764/1901/7060/7075",15
"GO:0061028","GO:0061028","establishment of endothelial barrier","7/622","49/18614",0.00114091994103537,0.0130942504001905,0.0104730599715554,"1003/7122/1910/5138/5175/54538/54345",7
"GO:0099054","GO:0099054","presynapse assembly","7/622","49/18614",0.00114091994103537,0.0130942504001905,0.0104730599715554,"1948/1949/145581/4038/94030/54413/6622",7
"GO:0050803","GO:0050803","regulation of synapse structure or activity","18/622","240/18614",0.00122559465271405,0.0140300809860564,0.0112215571783025,"22899/153090/26052/1949/23768/145581/4038/94030/57633/54674/4739/54413/5021/5649/85358/57030/6622/8128",18
"GO:0086064","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","5/622","25/18614",0.00124974914381192,0.0142700948155667,0.0114135253439966,"477/482/775/857/10052",5
"GO:0060347","GO:0060347","heart trabecula formation","4/622","15/18614",0.00125595382719388,0.0143044512226967,0.0114410043291453,"9510/23462/7010/7049",4
"GO:0001974","GO:0001974","blood vessel remodeling","7/622","50/18614",0.00128905829970705,0.0145702650239615,0.011653607860988,"94/54567/2034/2324/3200/182/4846",7
"GO:0010862","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","7/622","50/18614",0.00128905829970705,0.0145702650239615,0.011653607860988,"92/94/2022/2662/9573/7048/7148",7
"GO:0030195","GO:0030195","negative regulation of blood coagulation","7/622","50/18614",0.00128905829970705,0.0145702650239615,0.011653607860988,"170692/947/4846/5154/5627/7035/7056",7
"GO:0007617","GO:0007617","mating behavior","6/622","37/18614",0.00130589057217539,0.0147233405568188,0.0117760409279292,"92/552/1910/5021/6863/7432",6
"GO:0007519","GO:0007519","skeletal muscle tissue development","14/622","165/18614",0.00131312996954706,0.0147677631751071,0.0118115710828605,"857/28514/1958/1959/2353/3131/3236/3235/3481/23764/4223/3164/64091/150572",14
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","13/622","147/18614",0.00132614489226427,0.014876753227506,0.0118987436448775,"1908/58494/83700/10894/4739/80310/5228/83483/5764/6403/7060/7424/2277",13
"GO:0051216","GO:0051216","cartilage development","16/622","203/18614",0.00134467478886614,0.0150469108874121,0.012034839360352,"94/4856/54360/2202/2247/2487/2690/3200/3202/3232/3373/4487/4969/91461/7048/7704",16
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","9/622","80/18614",0.00137421961436623,0.015339169560856,0.0122685940634192,"54567/2247/3791/9314/4223/79812/8829/57381/6915",9
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","12/622","130/18614",0.00138988298124105,0.0154754134926242,0.0123775648578183,"287/187/477/775/845/2149/9002/2247/3357/5311/6622/7220",12
"GO:0001947","GO:0001947","heart looping","8/622","65/18614",0.0014008113789287,0.0155583913947515,0.0124439323487959,"187/28514/2022/5311/64321/54345/6909/7048",8
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","23/622","346/18614",0.0014374287978509,0.0159255725227243,0.0127376116245203,"395/22899/10391/85458/10395/2042/90952/2934/3397/83700/256949/4739/8829/5154/130271/5071/1901/9037/85358/9353/11346/171024/7010",23
"GO:1900047","GO:1900047","negative regulation of hemostasis","7/622","51/18614",0.00145182050072895,0.0160057846336522,0.012801766976871,"170692/947/4846/5154/5627/7035/7056",7
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","7/622","51/18614",0.00145182050072895,0.0160057846336522,0.012801766976871,"84913/1958/2247/2353/3725/9314/4804",7
"GO:0030048","GO:0030048","actin filament-based movement","12/622","131/18614",0.00148476386658531,0.0162887330069506,0.0130280751038613,"10060/287/477/775/8913/781/857/10052/2934/3764/6327/6330",12
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","12/622","131/18614",0.00148476386658531,0.0162887330069506,0.0130280751038613,"287/187/477/775/845/2149/9002/2247/3357/5311/6622/7220",12
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","10/622","97/18614",0.00149141955772827,0.0163217455755299,0.013054479258355,"4856/65989/28514/54567/51162/23462/182/4846/157285/8626",10
"GO:0051963","GO:0051963","regulation of synapse assembly","11/622","114/18614",0.0015190961223355,0.0165840835209115,0.0132643027267344,"22899/1949/23768/145581/94030/57633/54674/54413/5021/6622/8128",11
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","24/622","369/18614",0.00153504832879146,0.0167174606318019,0.013370980576821,"150/857/153090/9077/1843/1908/2247/2321/8322/2690/57493/3357/5154/80310/5311/54922/23328/6547/6622/10252/10253/81848/6997/7148",24
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","8/622","66/18614",0.00154830418184987,0.0168208968882525,0.0134537110947149,"94/347/395/10391/10395/8322/182/81848",8
"GO:0010543","GO:0010543","regulation of platelet activation","7/622","52/18614",0.00163017296432857,0.0175876446702839,0.0140669722787346,"170692/1511/22915/4846/5154/6403/7056",7
"GO:0030214","GO:0030214","hyaluronan catabolic process","4/622","16/18614",0.00163066857421086,0.0175876446702839,0.0140669722787346,"2247/3373/10894/55576",4
"GO:2001212","GO:2001212","regulation of vasculogenesis","4/622","16/18614",0.00163066857421086,0.0175876446702839,0.0140669722787346,"947/23462/3791/10266",4
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","12/622","133/18614",0.00169058274668499,0.0181900201301972,0.0145487649834911,"287/187/477/775/845/2149/9002/2247/3357/5311/6622/7220",12
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation","8/622","67/18614",0.00170783435296872,0.0183315744937361,0.0146619831741679,"92/94/2022/2662/9573/7048/7049/7148",8
"GO:1901654","GO:1901654","response to ketone","16/622","208/18614",0.00172954497102995,0.0185036368981568,0.0147996023448171,"2/358/552/857/978/2353/2354/10365/687/5021/11280/9353/6586/6915/7049/10628",16
"GO:0007588","GO:0007588","excretion","6/622","39/18614",0.00173213222974256,0.0185036368981568,0.0147996023448171,"9429/552/554/1910/4881/11280",6
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","11/622","116/18614",0.00174820546524492,0.0185866215259768,0.0148659752151468,"94/51378/153090/54567/2247/9314/4223/79812/5797/9353/6915",11
"GO:0072009","GO:0072009","nephron epithelium development","11/622","116/18614",0.00174820546524492,0.0185866215259768,0.0148659752151468,"358/947/8642/28514/1910/2247/182/26249/5175/5311/7484",11
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","13/622","152/18614",0.00179446740663267,0.0190170240447054,0.0152102203038529,"94/51378/54567/2247/3791/9314/4223/79812/4846/8829/57381/6915/7424",13
"GO:0099560","GO:0099560","synaptic membrane adhesion","5/622","27/18614",0.00179718524819267,0.0190170240447054,0.0152102203038529,"1004/145581/94030/57689/8404",5
"GO:0016055","GO:0016055","Wnt signaling pathway","28/622","461/18614",0.0018100351518733,0.019107823914587,0.0152828439710057,"857/153090/85458/27123/1910/1958/2247/2308/2487/8322/2735/2931/3489/9314/4038/85407/5311/8613/5071/27303/9037/64321/83595/92162/63923/388630/7484/9839",28
"GO:0099172","GO:0099172","presynapse organization","7/622","53/18614",0.00182510881566999,0.0192216166092679,0.0153738577884672,"1948/1949/145581/4038/94030/54413/6622",7
"GO:0048705","GO:0048705","skeletal system morphogenesis","17/622","229/18614",0.00184632835231617,0.01939945001166,0.0155160927260373,"60529/84159/64651/158326/2690/3199/3200/3201/3202/3236/3232/3235/3373/4487/6913/7048/7484",17
"GO:0035282","GO:0035282","segmentation","10/622","100/18614",0.00187814994305962,0.0196617604499097,0.0157258941936275,"8854/28514/1959/9573/3199/4222/4223/85407/8829/6997",10
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","8/622","68/18614",0.0018800789706348,0.0196617604499097,0.0157258941936275,"2247/2735/2931/3479/221476/6909/7048/7049",8
"GO:0198738","GO:0198738","cell-cell signaling by wnt","28/622","463/18614",0.00192707651226712,0.0201062808133045,0.0160814310347699,"857/153090/85458/27123/1910/1958/2247/2308/2487/8322/2735/2931/3489/9314/4038/85407/5311/8613/5071/27303/9037/64321/83595/92162/63923/388630/7484/9839",28
"GO:1990138","GO:1990138","neuron projection extension","14/622","172/18614",0.00194588898543021,0.0202553467413619,0.016200657134512,"1908/57611/4131/54413/8829/5071/56920/9037/57556/10501/9353/6586/8128/63923",14
"GO:0010863","GO:0010863","positive regulation of phospholipase C activity","6/622","40/18614",0.00198116210124349,0.0205270406601062,0.0164179637093789,"117/395/552/2247/2321/3357",6
"GO:0099068","GO:0099068","postsynapse assembly","6/622","40/18614",0.00198116210124349,0.0205270406601062,0.0164179637093789,"22899/4038/94030/54413/9379/85358",6
"GO:0001701","GO:0001701","in utero embryonic development","25/622","398/18614",0.00199085756077075,0.0205798578337411,0.0164602080082201,"94/1028/10436/2034/2623/9573/57493/23462/3479/3481/3726/10365/9314/23764/4487/4846/51294/5311/5704/64321/54345/6692/7048/7075/7484",25
"GO:0030879","GO:0030879","mammary gland development","12/622","136/18614",0.00204283744211148,0.0210685262462926,0.0168510553980624,"857/2247/2736/3202/3235/4487/4855/5021/8835/6909/6997/7048",12
"GO:0070830","GO:0070830","bicellular tight junction assembly","8/622","69/18614",0.00206573250107767,0.0211721017933931,0.0169338973235807,"1003/5010/149461/7122/1366/90952/5175/10266",8
"GO:0007379","GO:0007379","segment specification","4/622","17/18614",0.00207653098465138,0.0211721017933931,0.0169338973235807,"28514/3199/4222/4223",4
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly","4/622","17/18614",0.00207653098465138,0.0211721017933931,0.0169338973235807,"94/347/395/10395",4
"GO:0072109","GO:0072109","glomerular mesangium development","4/622","17/18614",0.00207653098465138,0.0211721017933931,0.0169338973235807,"947/1958/2828/80310",4
"GO:0150118","GO:0150118","negative regulation of cell-substrate junction organization","4/622","17/18614",0.00207653098465138,0.0211721017933931,0.0169338973235807,"94/347/395/10395",4
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","9/622","85/18614",0.00210647086141274,0.0214285535810987,0.0171390129178582,"117/187/358/1910/3357/4881/5138/5139/27115",9
"GO:0003171","GO:0003171","atrioventricular valve development","5/622","28/18614",0.00212851421639259,0.0214577243976875,0.0171623443573997,"187/8642/23462/6586/7048",5
"GO:0048843","GO:0048843","negative regulation of axon extension involved in axon guidance","5/622","28/18614",0.00212851421639259,0.0214577243976875,0.0171623443573997,"8829/56920/9037/57556/10501",5
"GO:0060402","GO:0060402","calcium ion transport into cytosol","5/622","28/18614",0.00212851421639259,0.0214577243976875,0.0171623443573997,"117/775/781/857/7222",5
"GO:1900746","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","5/622","28/18614",0.00212851421639259,0.0214577243976875,0.0171623443573997,"153090/28514/57556/10253/7148",5
"GO:0050770","GO:0050770","regulation of axonogenesis","13/622","155/18614",0.00213582117196055,0.0214830012712256,0.0171825613384691,"85458/1949/57611/4038/57689/4131/4803/8829/56920/9037/57556/10501/9353",13
"GO:0048675","GO:0048675","axon extension","11/622","119/18614",0.00214404923354541,0.0215174088998862,0.0172100812916874,"1908/57611/4131/54413/8829/56920/9037/57556/10501/9353/6586",11
"GO:0046620","GO:0046620","regulation of organ growth","10/622","102/18614",0.00217821843003564,0.0217627359215168,0.0174062990614455,"1848/2247/2735/2931/3479/3481/221476/6909/7048/7049",10
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","10/622","102/18614",0.00217821843003564,0.0217627359215168,0.0174062990614455,"8745/84159/8322/9314/2494/11107/64321/10253/81848/7424",10
"GO:0002691","GO:0002691","regulation of cellular extravasation","6/622","41/18614",0.00225632882784527,0.0222703433921513,0.0178122943127573,"56477/83700/10894/80310/83483/6403",6
"GO:0030513","GO:0030513","positive regulation of BMP signaling pathway","6/622","41/18614",0.00225632882784527,0.0222703433921513,0.0178122943127573,"94/1003/2022/3791/4487/23090",6
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","6/622","41/18614",0.00225632882784527,0.0222703433921513,0.0178122943127573,"187/2149/9002/5311/6622/7220",6
"GO:0045664","GO:0045664","regulation of neuron differentiation","15/622","194/18614",0.00226185012501954,0.0222703433921513,0.0178122943127573,"85458/28514/1910/2247/23462/3199/3232/182/4131/4211/4674/4803/4909/5649/8835",15
"GO:0050922","GO:0050922","negative regulation of chemotaxis","8/622","70/18614",0.00226550618875247,0.0222703433921513,0.0178122943127573,"4856/1843/8829/56920/9037/57556/10501/9353",8
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","8/622","70/18614",0.00226550618875247,0.0222703433921513,0.0178122943127573,"187/28514/2022/5311/64321/54345/6909/7048",8
"GO:0002043","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","7/622","55/18614",0.00226882854933445,0.0222703433921513,0.0178122943127573,"94/187/54567/2247/79812/4804/9037",7
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","7/622","55/18614",0.00226882854933445,0.0222703433921513,0.0178122943127573,"347/56477/4856/4345/1843/90865/9353",7
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","9/622","86/18614",0.00228463066876182,0.0223763826550939,0.0178971067706068,"2247/2252/23768/9365/4804/10252/10253/81848/6909",9
"GO:0006814","GO:0006814","sodium ion transport","18/622","254/18614",0.00229672261199706,0.0224456995879887,0.0179525479278373,"477/482/8913/1910/57520/26249/154215/4846/5187/5311/11280/6327/6330/6332/57030/6527/6547/54997",18
"GO:0050807","GO:0050807","regulation of synapse organization","17/622","234/18614",0.00231837111037468,0.0226079065142419,0.0180822844774321,"22899/153090/26052/1949/23768/145581/4038/94030/57633/54674/4739/54413/5021/5649/85358/6622/8128",17
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","10/622","103/18614",0.00234208138059406,0.0227894701294327,0.0182275029185364,"8745/84159/8322/9314/2494/11107/64321/10253/81848/7424",10
"GO:0030902","GO:0030902","hindbrain development","13/622","157/18614",0.0023917765076023,0.0232225415358523,0.0185738826403823,"8854/471/482/85458/10395/28514/1959/2247/8322/2662/2735/2736/3199",13
"GO:0048545","GO:0048545","response to steroid hormone","22/622","339/18614",0.00243090110585529,0.0235513275969877,0.0188368527250259,"2/358/477/552/857/2022/2353/2354/2690/2931/687/5021/5187/8611/9353/6586/7035/7048/8626/10628/7538/167465",22
"GO:0072089","GO:0072089","stem cell proliferation","11/622","121/18614",0.00244622389650382,0.0236485921398512,0.0189146469751267,"5243/947/2247/3200/3791/2122/64321/54345/7048/8626/7424",11
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","8/622","71/18614",0.00248012740316199,0.023924677277054,0.0191354657399136,"187/28514/2022/5311/64321/54345/6909/7048",8
"GO:0099625","GO:0099625","ventricular cardiac muscle cell membrane repolarization","5/622","29/18614",0.00250223235197036,0.0240860043170308,0.0192644985377503,"287/781/3764/6327/6330",5
"GO:0038066","GO:0038066","p38MAPK cascade","7/622","56/18614",0.00251971969516249,0.0241504611467823,0.0193160524811172,"153090/1843/4616/3082/5187/23328/7538",7
"GO:0055078","GO:0055078","sodium ion homeostasis","7/622","56/18614",0.00251971969516249,0.0241504611467823,0.0193160524811172,"477/482/552/554/1910/4881/6332",7
"GO:1900274","GO:1900274","regulation of phospholipase C activity","6/622","42/18614",0.0025593193177636,0.0244775924493801,0.0195776990546874,"117/395/552/2247/2321/3357",6
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","4/622","18/18614",0.00259994384200268,0.0247443841230328,0.0197910847096643,"83700/10894/80310/83483",4
"GO:0048569","GO:0048569","post-embryonic animal organ development","4/622","18/18614",0.00259994384200268,0.0247443841230328,0.0197910847096643,"64072/2202/3791/9314",4
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","12/622","140/18614",0.00260379913358991,0.0247443841230328,0.0197910847096643,"196883/283383/347088/221395/64123/150/10203/2828/2931/10266/6915/7432",12
"GO:0042063","GO:0042063","gliogenesis","21/622","320/18614",0.00264477410464499,0.0250805273143876,0.0200599391835361,"482/153090/28514/1959/2247/2670/57165/90865/10319/3953/163175/5179/8613/5764/5787/5649/6547/6692/6886/7223/7424",21
"GO:0019098","GO:0019098","reproductive behavior","6/622","43/18614",0.00289184675510447,0.0272510293923954,0.0217959529099141,"92/552/1910/5021/6863/7432",6
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","6/622","43/18614",0.00289184675510447,0.0272510293923954,0.0217959529099141,"857/2022/3725/5154/80310/7424",6
"GO:0060191","GO:0060191","regulation of lipase activity","9/622","89/18614",0.00289192112631542,0.0272510293923954,0.0217959529099141,"117/395/552/2247/2321/338328/3357/5125/6622",9
"GO:0097254","GO:0097254","renal tubular secretion","5/622","30/18614",0.00292135326957441,0.02741295017739,0.0219254605976444,"9429/552/554/1910/4881",5
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","5/622","30/18614",0.00292135326957441,0.02741295017739,0.0219254605976444,"153090/28514/57556/10253/7148",5
"GO:0070527","GO:0070527","platelet aggregation","8/622","73/18614",0.00295689830629283,0.0276537575083591,0.0221180634226822,"170692/1465/1511/9002/2623/3043/22915/375033",8
"GO:0048659","GO:0048659","smooth muscle cell proliferation","14/622","180/18614",0.00295937217303485,0.0276537575083591,0.0221180634226822,"9510/347/10203/4856/2247/3479/3725/4846/4881/4969/80310/1901/7048/7432",14
"GO:0051017","GO:0051017","actin filament bundle assembly","13/622","161/18614",0.00297933797706497,0.0277823266361308,0.0222208957456096,"395/22899/10391/10395/7184/3397/4739/8829/5071/1901/85358/11346/171024",13
"GO:0048511","GO:0048511","rhythmic process","20/622","303/18614",0.00309286869111836,0.028780230742381,0.0230190406742011,"2/9510/1958/1960/8322/2662/3131/3363/3397/3399/687/4804/4846/94233/5021/5187/5764/11280/9353/6586",20
"GO:1902414","GO:1902414","protein localization to cell junction","10/622","107/18614",0.00309921162149858,0.028780230742381,0.0230190406742011,"1003/1740/57493/83700/51599/9379/27065/5175/5649/160622",10
"GO:0030595","GO:0030595","leukocyte chemotaxis","17/622","241/18614",0.00314523592390926,0.0290869338748303,0.0232643483627999,"6358/4856/1511/1843/1908/1910/2321/3672/83700/4739/5228/5764/1901/9353/7060/7424/2277",17
